n,input,encoder_staircase,dm_bit,decoder_staircase,decoder_filtered,error
3347,-7712,-7808,0,-7808,-5794,96
3348,-7778,-7680,1,-7936,-5861,-98
3349,-7778,-7808,0,-7808,-5922,30
3350,-7838,-7680,1,-7936,-5985,-158
3351,-7838,-7808,0,-7808,-6042,-30
3352,-7894,-7936,0,-7936,-6102,42
3353,-7894,-7808,1,-8064,-6164,-86
3354,-7946,-7936,0,-7936,-6220,-10
3355,-7946,-8064,0,-8064,-6278,118
3356,-7992,-7936,1,-8192,-6338,-56
3357,-7992,-8064,0,-8064,-6392,72
3358,-8034,-7936,1,-8192,-6449,-98
3359,-8034,-8064,0,-8064,-6500,30
3360,-8070,-7936,1,-8192,-6553,-134
3361,-8070,-8064,0,-8064,-6601,-6
3362,-8102,-8192,0,-8192,-6651,90
3363,-8102,-8064,1,-8320,-6704,-38
3364,-8129,-8192,0,-8192,-6751,63
3365,-8129,-8064,1,-8320,-6801,-65
3366,-8152,-8192,0,-8192,-6845,40
3367,-8152,-8064,1,-8320,-6892,-88
3368,-8169,-8192,0,-8192,-6933,23
3369,-8169,-8064,1,-8320,-6977,-105
3370,-8181,-8192,0,-8192,-7015,11
3371,-8181,-8064,1,-8320,-7056,-117
3372,-8189,-8192,0,-8192,-7092,3
3373,-8191,-8064,1,-8320,-7131,-127
3374,-8191,-8192,0,-8192,-7165,1
3375,-8189,-8064,1,-8320,-7202,-125
3376,-8189,-8192,0,-8192,-7233,3
3377,-8181,-8064,1,-8320,-7267,-117
3378,-8181,-8192,0,-8192,-7296,11
3379,-8169,-8064,1,-8320,-7328,-105
3380,-8169,-8192,0,-8192,-7355,23
3381,-8152,-8064,1,-8320,-7386,-88
3382,-8152,-8192,0,-8192,-7412,40
3383,-8129,-8064,1,-8320,-7441,-65
3384,-8129,-8192,0,-8192,-7465,63
3385,-8102,-8064,1,-8320,-7492,-38
3386,-8102,-8192,0,-8192,-7514,90
3387,-8070,-8064,1,-8320,-7540,-6
3388,-8070,-8192,0,-8192,-7561,122
3389,-8034,-8064,1,-8320,-7585,30
3390,-8034,-7936,1,-8192,-7604,-98
3391,-7992,-8064,0,-8064,-7619,72
3392,-7992,-7936,1,-8192,-7637,-56
3393,-7946,-8064,0,-8064,-7651,118
3394,-7946,-7936,1,-8192,-7668,-10
3395,-7894,-8064,0,-8064,-7681,170
3396,-7894,-7936,1,-8192,-7697,42
3397,-7838,-7808,1,-8064,-7709,-30
3398,-7838,-7936,0,-7936,-7717,98
3399,-7778,-7808,1,-8064,-7728,30
3400,-7778,-7680,1,-7936,-7735,-98
3401,-7712,-7808,0,-7808,-7738,96
3402,-7712,-7680,1,-7936,-7745,-32
3403,-7642,-7808,0,-7808,-7747,166
3404,-7642,-7680,1,-7936,-7753,38
3405,-7567,-7552,1,-7808,-7755,-15
3406,-7567,-7680,0,-7680,-7753,113
3407,-7488,-7552,1,-7808,-7755,64
3408,-7488,-7424,1,-7680,-7753,-64
3409,-7405,-7552,0,-7552,-7747,147
3410,-7405,-7424,1,-7680,-7745,19
3411,-7316,-7296,1,-7552,-7739,-20
3412,-7316,-7424,0,-7424,-7730,108
3413,-7224,-7296,1,-7552,-7725,72
3414,-7224,-7168,1,-7424,-7716,-56
3415,-7127,-7296,0,-7296,-7703,169
3416,-7026,-7168,1,-7424,-7695,142
3417,-7026,-7040,1,-7296,-7683,14
3418,-6920,-6912,1,-7168,-7667,-8
3419,-6920,-7040,0,-7040,-7648,120
3420,-6811,-6912,1,-7168,-7633,101
3421,-6811,-6784,1,-7040,-7615,-27
3422,-6697,-6912,0,-6912,-7594,215
3423,-6697,-6784,1,-7040,-7577,87
3424,-6579,-6656,1,-6912,-7557,77
3425,-6579,-6528,1,-6784,-7533,-51
3426,-6457,-6656,0,-6656,-7506,199
3427,-6457,-6528,1,-6784,-7484,71
3428,-6332,-6400,1,-6656,-7459,68
3429,-6332,-6272,1,-6528,-7430,-60
3430,-6202,-6400,0,-6400,-7398,198
3431,-6202,-6272,1,-6528,-7371,70
3432,-6069,-6144,1,-6400,-7341,75
3433,-6069,-6016,1,-6272,-7308,-53
3434,-5932,-6144,0,-6144,-7272,212
3435,-5932,-6016,1,-6272,-7241,84
3436,-5792,-5888,1,-6144,-7207,96
3437,-5792,-5760,1,-6016,-7170,-32
3438,-5648,-5888,0,-5888,-7130,240
3439,-5648,-5760,1,-6016,-7096,112
3440,-5501,-5632,1,-5888,-7059,131
3441,-5501,-5504,1,-5760,-7019,3
3442,-5350,-5376,1,-5632,-6976,26
3443,-5350,-5248,1,-5504,-6930,-102
3444,-5196,-5376,0,-5376,-6882,180
3445,-5196,-5248,1,-5504,-6839,52
3446,-5039,-5120,1,-5376,-6794,81
3447,-5039,-4992,1,-5248,-6746,-47
3448,-4879,-5120,0,-5120,-6696,241
3449,-4879,-4992,1,-5248,-6651,113
3450,-4716,-4864,1,-5120,-6604,148
3451,-4716,-4736,1,-4992,-6554,20
3452,-4551,-4608,1,-4864,-6502,57
3453,-4551,-4480,1,-4736,-6447,-71
3454,-4382,-4608,0,-4608,-6390,226
3455,-4382,-4480,1,-4736,-6339,98
3456,-4211,-4352,1,-4608,-6285,141
3457,-4037,-4224,1,-4480,-6229,187
3458,-4037,-4096,1,-4352,-6171,59
3459,-3861,-3968,1,-4224,-6111,107
3460,-3861,-3840,1,-4096,-6049,-21
3461,-3683,-3968,0,-3968,-5984,285
3462,-3683,-3840,1,-4096,-5925,157
3463,-3502,-3712,1,-3968,-5864,210
3464,-3502,-3584,1,-3840,-5801,82
3465,-3319,-3456,1,-3712,-5736,137
3466,-3319,-3328,1,-3584,-5669,9
3467,-3135,-3200,1,-3456,-5600,65
3468,-3135,-3072,1,-3328,-5529,-63
3469,-2948,-3200,0,-3200,-5457,252
3470,-2948,-3072,1,-3328,-5391,124
3471,-2759,-2944,1,-3200,-5323,185
3472,-2759,-2816,1,-3072,-5253,57
3473,-2569,-2688,1,-2944,-5181,119
3474,-2569,-2560,1,-2816,-5108,-9
3475,-2378,-2688,0,-2688,-5033,310
3476,-2378,-2560,1,-2816,-4964,182
3477,-2185,-2432,1,-2688,-4893,247
3478,-2185,-2304,1,-2560,-4821,119
3479,-1990,-2176,1,-2432,-4747,186
3480,-1990,-2048,1,-2304,-4671,58
3481,-1795,-1920,1,-2176,-4594,125
3482,-1795,-1792,1,-2048,-4515,-3
3483,-1598,-1920,0,-1920,-4434,322
3484,-1598,-1792,1,-2048,-4360,194
3485,-1400,-1664,1,-1920,-4284,264
3486,-1400,-1536,1,-1792,-4207,136
3487,-1202,-1408,1,-1664,-4128,206
3488,-1202,-1280,1,-1536,-4047,78
3489,-1003,-1152,1,-1408,-3965,149
3490,-1003,-1024,1,-1280,-3882,21
3491,-803,-896,1,-1152,-3797,93
3492,-803,-768,1,-1024,-3711,-35
3493,-603,-896,0,-896,-3624,293
3494,-603,-768,1,-1024,-3543,165
3495,-402,-640,1,-896,-3461,238
3496,-402,-512,1,-768,-3377,110
3497,-201,-384,1,-640,-3292,183
3498,0,-256,1,-512,-3206,256
3499,0,-128,1,-384,-3118,128
3500,201,0,1,-256,-3029,201
3501,201,128,1,-128,-2939,73
3502,402,256,1,0,-2848,146
3503,402,384,1,128,-2755,18
3504,603,512,1,256,-2661,91
3505,603,640,1,384,-2566,-37
3506,803,512,0,512,-2470,291
3507,803,640,1,384,-2381,163
3508,1003,768,1,512,-2291,235
3509,1003,896,1,640,-2200,107
3510,1202,1024,1,768,-2108,178
3511,1202,1152,1,896,-2015,50
3512,1400,1280,1,1024,-1921,120
3513,1400,1408,1,1152,-1825,-8
3514,1598,1280,0,1280,-1728,318
3515,1598,1408,1,1152,-1638,190
3516,1795,1536,1,1280,-1547,259
3517,1795,1664,1,1408,-1455,131
3518,1990,1792,1,1536,-1362,198
3519,1990,1920,1,1664,-1268,70
3520,2185,2048,1,1792,-1173,137
3521,2185,2176,1,1920,-1077,9
3522,2378,2304,1,2048,-980,74
3523,2378,2432,1,2176,-882,-54
3524,2569,2304,0,2304,-783,265
3525,2569,2432,1,2176,-691,137
3526,2759,2560,1,2304,-598,199
3527,2759,2688,1,2432,-504,71
3528,2948,2816,1,2560,-409,132
3529,2948,2944,1,2688,-313,4
3530,3135,3072,1,2816,-216,63
3531,3135,3200,1,2944,-118,-65
3532,3319,3072,0,3072,-19,247
3533,3319,3200,1,2944,73,119
3534,3502,3328,1,3072,166,174
3535,3502,3456,1,3200,260,46
3536,3683,3584,1,3328,355,99
3537,3683,3712,1,3456,451,-29
3538,3861,3584,0,3584,548,277
3539,3861,3712,1,3456,638,149
3540,4037,3840,1,3584,730,197
3541,4211,3968,1,3712,823,243
3542,4211,4096,1,3840,917,115
3543,4382,4224,1,3968,1012,158
3544,4382,4352,1,4096,1108,30
3545,4551,4480,1,4224,1205,71
3546,4551,4608,1,4352,1303,-57
3547,4716,4480,0,4480,1402,236
3548,4716,4608,1,4352,1494,108
3549,4879,4736,1,4480,1587,143
3550,4879,4864,1,4608,1681,15
3551,5039,4992,1,4736,1776,47
3552,5039,5120,1,4864,1872,-81
3553,5196,4992,0,4992,1969,204
3554,5196,5120,1,4864,2059,76
3555,5350,5248,1,4992,2150,102
3556,5350,5376,1,5120,2242,-26
3557,5501,5248,0,5248,2335,253
3558,5501,5376,1,5120,2422,125
3559,5648,5504,1,5248,2510,144
3560,5648,5632,1,5376,2599,16
3561,5792,5760,1,5504,2689,32
3562,5792,5888,1,5632,2780,-96
3563,5932,5760,0,5760,2873,172
3564,5932,5888,1,5632,2959,44
3565,6069,6016,1,5760,3046,53
3566,6069,6144,1,5888,3134,-75
3567,6202,6016,0,6016,3224,186
3568,6202,6144,1,5888,3307,58
3569,6332,6272,1,6016,3391,60
3570,6332,6400,1,6144,3477,-68
3571,6457,6272,0,6272,3564,185
3572,6457,6400,1,6144,3644,57
3573,6579,6528,1,6272,3726,51
3574,6579,6656,1,6400,3809,-77
3575,6697,6528,0,6528,3893,169
3576,6697,6656,1,6400,3971,41
3577,6811,6784,1,6528,4050,27
3578,6811,6912,1,6656,4131,-101
3579,6920,6784,0,6784,4213,136
3580,6920,6912,1,6656,4289,8
3581,7026,7040,1,6784,4366,-14
3582,7127,6912,0,6912,4445,215
3583,7127,7040,1,6784,4518,87
3584,7224,7168,1,6912,4592,56
3585,7224,7296,1,7040,4668,-72
3586,7316,7168,0,7168,4746,148
3587,7316,7296,1,7040,4817,20
3588,7405,7424,1,7168,4890,-19
3589,7405,7296,0,7296,4965,109
3590,7488,7424,1,7168,5033,64
3591,7488,7552,1,7296,5103,-64
3592,7567,7424,0,7424,5175,143
3593,7567,7552,1,7296,5241,15
3594,7642,7680,1,7424,5309,-38
3595,7642,7552,0,7552,5379,90
3596,7712,7680,1,7424,5442,32
3597,7712,7808,1,7552,5507,-96
3598,7778,7680,0,7680,5574,98
3599,7778,7808,1,7552,5635,-30
3600,7838,7680,0,7680,5698,158
3601,7838,7808,1,7552,5755,30
3602,7894,7936,1,7680,5815,-42
3603,7894,7808,0,7808,5877,86
3604,7946,7936,1,7680,5933,10
3605,7946,8064,1,7808,5991,-118
3606,7992,7936,0,7936,6051,56
3607,7992,8064,1,7808,6105,-72
3608,8034,7936,0,7936,6162,98
3609,8034,8064,1,7808,6213,-30
3610,8070,7936,0,7936,6266,134
3611,8070,8064,1,7808,6314,6
3612,8102,8192,1,7936,6364,-90
3613,8102,8064,0,8064,6417,38
3614,8129,8192,1,7936,6464,-63
3615,8129,8064,0,8064,6514,65
3616,8152,8192,1,7936,6558,-40
3617,8152,8064,0,8064,6605,88
3618,8169,8192,1,7936,6646,-23
3619,8169,8064,0,8064,6690,105
3620,8181,8192,1,7936,6728,-11
3621,8181,8064,0,8064,6769,117
3622,8189,8192,1,7936,6805,-3
3623,8191,8064,0,8064,6844,127
3624,8191,8192,1,7936,6878,-1
3625,8189,8064,0,8064,6915,125
3626,8189,8192,1,7936,6946,-3
3627,8181,8064,0,8064,6980,117
3628,8181,8192,1,7936,7009,-11
3629,8169,8064,0,8064,7041,105
3630,8169,8192,1,7936,7068,-23
3631,8152,8064,0,8064,7099,88
3632,8152,8192,1,7936,7125,-40
3633,8129,8064,0,8064,7154,65
3634,8129,8192,1,7936,7178,-63
3635,8102,8064,0,8064,7205,38
3636,8102,8192,1,7936,7227,-90
3637,8070,8064,0,8064,7253,6
3638,8070,8192,1,7936,7274,-122
3639,8034,8064,0,8064,7298,-30
3640,8034,7936,0,7936,7317,98
3641,7992,8064,1,7808,7332,-72
3642,7992,7936,0,7936,7350,56
3643,7946,8064,1,7808,7364,-118
3644,7946,7936,0,7936,7381,10
3645,7894,8064,1,7808,7394,-170
3646,7894,7936,0,7936,7410,-42
3647,7838,7808,0,7808,7422,30
3648,7838,7936,1,7680,7430,-98
3649,7778,7808,0,7808,7441,-30
3650,7778,7680,0,7680,7448,98
3651,7712,7808,1,7552,7451,-96
3652,7712,7680,0,7680,7458,32
3653,7642,7808,1,7552,7460,-166
3654,7642,7680,0,7680,7466,-38
3655,7567,7552,0,7552,7468,15
3656,7567,7680,1,7424,7466,-113
3657,7488,7552,0,7552,7468,-64
3658,7488,7424,0,7424,7466,64
3659,7405,7552,1,7296,7460,-147
3660,7405,7424,0,7424,7458,-19
3661,7316,7296,0,7296,7452,20
3662,7316,7424,1,7168,7443,-108
3663,7224,7296,0,7296,7438,-72
3664,7224,7168,0,7168,7429,56
3665,7127,7296,1,7040,7416,-169
3666,7026,7168,0,7168,7408,-142
3667,7026,7040,0,7040,7396,-14
3668,6920,6912,0,6912,7380,8
3669,6920,7040,1,6784,7361,-120
3670,6811,6912,0,6912,7346,-101
3671,6811,6784,0,6784,7328,27
3672,6697,6912,1,6656,7307,-215
3673,6697,6784,0,6784,7290,-87
3674,6579,6656,0,6656,7270,-77
3675,6579,6528,0,6528,7246,51
3676,6457,6656,1,6400,7219,-199
3677,6457,6528,0,6528,7197,-71
3678,6332,6400,0,6400,7172,-68
3679,6332,6272,0,6272,7143,60
3680,6202,6400,1,6144,7111,-198
3681,6202,6272,0,6272,7084,-70
3682,6069,6144,0,6144,7054,-75
3683,6069,6016,0,6016,7021,53
3684,5932,6144,1,5888,6985,-212
3685,5932,6016,0,6016,6954,-84
3686,5792,5888,0,5888,6920,-96
3687,5792,5760,0,5760,6883,32
3688,5648,5888,1,5632,6843,-240
3689,5648,5760,0,5760,6809,-112
3690,5501,5632,0,5632,6772,-131
3691,5501,5504,0,5504,6732,-3
3692,5350,5376,0,5376,6689,-26
3693,5350,5248,0,5248,6643,102
3694,5196,5376,1,5120,6595,-180
3695,5196,5248,0,5248,6552,-52
3696,5039,5120,0,5120,6507,-81
3697,5039,4992,0,4992,6459,47
3698,4879,5120,1,4864,6409,-241
3699,4879,4992,0,4992,6364,-113
3700,4716,4864,0,4864,6317,-148
3701,4716,4736,0,4736,6267,-20
3702,4551,4608,0,4608,6215,-57
3703,4551,4480,0,4480,6160,71
3704,4382,4608,1,4352,6103,-226
3705,4382,4480,0,4480,6052,-98
3706,4211,4352,0,4352,5998,-141
3707,4037,4224,0,4224,5942,-187
3708,4037,4096,0,4096,5884,-59
3709,3861,3968,0,3968,5824,-107
3710,3861,3840,0,3840,5762,21
3711,3683,3968,1,3712,5697,-285
3712,3683,3840,0,3840,5638,-157
3713,3502,3712,0,3712,5577,-210
3714,3502,3584,0,3584,5514,-82
3715,3319,3456,0,3456,5449,-137
3716,3319,3328,0,3328,5382,-9
3717,3135,3200,0,3200,5313,-65
3718,3135,3072,0,3072,5242,63
3719,2948,3200,1,2944,5170,-252
3720,2948,3072,0,3072,5104,-124
3721,2759,2944,0,2944,5036,-185
3722,2759,2816,0,2816,4966,-57
3723,2569,2688,0,2688,4894,-119
3724,2569,2560,0,2560,4821,9
3725,2378,2688,1,2432,4746,-310
3726,2378,2560,0,2560,4677,-182
3727,2185,2432,0,2432,4606,-247
3728,2185,2304,0,2304,4534,-119
3729,1990,2176,0,2176,4460,-186
3730,1990,2048,0,2048,4384,-58
3731,1795,1920,0,1920,4307,-125
3732,1795,1792,0,1792,4228,3
3733,1598,1920,1,1664,4147,-322
3734,1598,1792,0,1792,4073,-194
3735,1400,1664,0,1664,3997,-264
3736,1400,1536,0,1536,3920,-136
3737,1202,1408,0,1408,3841,-206
3738,1202,1280,0,1280,3760,-78
3739,1003,1152,0,1152,3678,-149
3740,1003,1024,0,1024,3595,-21
3741,803,896,0,896,3510,-93
3742,803,768,0,768,3424,35
3743,603,896,1,640,3337,-293
3744,603,768,0,768,3256,-165
3745,402,640,0,640,3174,-238
3746,402,512,0,512,3090,-110
3747,201,384,0,384,3005,-183
3748,0,256,0,256,2919,-256
3749,0,128,0,128,2831,-128
3750,-201,0,0,0,2742,-201
3751,-201,-128,0,-128,2652,-73
3752,-402,-256,0,-256,2561,-146
3753,-402,-384,0,-384,2468,-18
3754,-603,-512,0,-512,2374,-91
3755,-603,-640,0,-640,2279,37
3756,-803,-512,1,-768,2183,-291
3757,-803,-640,0,-640,2094,-163
3758,-1003,-768,0,-768,2004,-235
3759,-1003,-896,0,-896,1913,-107
3760,-1202,-1024,0,-1024,1821,-178
3761,-1202,-1152,0,-1152,1728,-50
3762,-1400,-1280,0,-1280,1634,-120
3763,-1400,-1408,0,-1408,1538,8
3764,-1598,-1280,1,-1536,1441,-318
3765,-1598,-1408,0,-1408,1351,-190
3766,-1795,-1536,0,-1536,1260,-259
3767,-1795,-1664,0,-1664,1168,-131
3768,-1990,-1792,0,-1792,1075,-198
3769,-1990,-1920,0,-1920,981,-70
3770,-2185,-2048,0,-2048,886,-137
3771,-2185,-2176,0,-2176,790,-9
3772,-2378,-2304,0,-2304,693,-74
3773,-2378,-2432,0,-2432,595,54
3774,-2569,-2304,1,-2560,496,-265
3775,-2569,-2432,0,-2432,404,-137
3776,-2759,-2560,0,-2560,311,-199
3777,-2759,-2688,0,-2688,217,-71
3778,-2948,-2816,0,-2816,122,-132
3779,-2948,-2944,0,-2944,26,-4
3780,-3135,-3072,0,-3072,-71,-63
3781,-3135,-3200,0,-3200,-169,65
3782,-3319,-3072,1,-3328,-268,-247
3783,-3319,-3200,0,-3200,-360,-119
3784,-3502,-3328,0,-3328,-453,-174
3785,-3502,-3456,0,-3456,-547,-46
3786,-3683,-3584,0,-3584,-642,-99
3787,-3683,-3712,0,-3712,-738,29
3788,-3861,-3584,1,-3840,-835,-277
3789,-3861,-3712,0,-3712,-925,-149
3790,-4037,-3840,0,-3840,-1017,-197
3791,-4211,-3968,0,-3968,-1110,-243
3792,-4211,-4096,0,-4096,-1204,-115
3793,-4382,-4224,0,-4224,-1299,-158
3794,-4382,-4352,0,-4352,-1395,-30
3795,-4551,-4480,0,-4480,-1492,-71
3796,-4551,-4608,0,-4608,-1590,57
3797,-4716,-4480,1,-4736,-1689,-236
3798,-4716,-4608,0,-4608,-1781,-108
3799,-4879,-4736,0,-4736,-1874,-143
3800,-4879,-4864,0,-4864,-1968,-15
3801,-5039,-4992,0,-4992,-2063,-47
3802,-5039,-5120,0,-5120,-2159,81
3803,-5196,-4992,1,-5248,-2256,-204
3804,-5196,-5120,0,-5120,-2346,-76
3805,-5350,-5248,0,-5248,-2437,-102
3806,-5350,-5376,0,-5376,-2529,26
3807,-5501,-5248,1,-5504,-2622,-253
3808,-5501,-5376,0,-5376,-2709,-125
3809,-5648,-5504,0,-5504,-2797,-144
3810,-5648,-5632,0,-5632,-2886,-16
3811,-5792,-5760,0,-5760,-2976,-32
3812,-5792,-5888,0,-5888,-3067,96
3813,-5932,-5760,1,-6016,-3160,-172
3814,-5932,-5888,0,-5888,-3246,-44
3815,-6069,-6016,0,-6016,-3333,-53
3816,-6069,-6144,0,-6144,-3421,75
3817,-6202,-6016,1,-6272,-3511,-186
3818,-6202,-6144,0,-6144,-3594,-58
3819,-6332,-6272,0,-6272,-3678,-60
3820,-6332,-6400,0,-6400,-3764,68
3821,-6457,-6272,1,-6528,-3851,-185
3822,-6457,-6400,0,-6400,-3931,-57
3823,-6579,-6528,0,-6528,-4013,-51
3824,-6579,-6656,0,-6656,-4096,77
3825,-6697,-6528,1,-6784,-4180,-169
3826,-6697,-6656,0,-6656,-4258,-41
3827,-6811,-6784,0,-6784,-4337,-27
3828,-6811,-6912,0,-6912,-4418,101
3829,-6920,-6784,1,-7040,-4500,-136
3830,-6920,-6912,0,-6912,-4576,-8
3831,-7026,-7040,0,-7040,-4653,14
3832,-7127,-6912,1,-7168,-4732,-215
3833,-7127,-7040,0,-7040,-4805,-87
3834,-7224,-7168,0,-7168,-4879,-56
3835,-7224,-7296,0,-7296,-4955,72
3836,-7316,-7168,1,-7424,-5033,-148
3837,-7316,-7296,0,-7296,-5104,-20
3838,-7405,-7424,0,-7424,-5177,19
3839,-7405,-7296,1,-7552,-5252,-109
3840,-7488,-7424,0,-7424,-5320,-64
3841,-7488,-7552,0,-7552,-5390,64
3842,-7567,-7424,1,-7680,-5462,-143
3843,-7567,-7552,0,-7552,-5528,-15
3844,-7642,-7680,0,-7680,-5596,38
3845,-7642,-7552,1,-7808,-5666,-90
3846,-7712,-7680,0,-7680,-5729,-32
3847,-7712,-7808,0,-7808,-5794,96
3848,-7778,-7680,1,-7936,-5861,-98
3849,-7778,-7808,0,-7808,-5922,30
3850,-7838,-7680,1,-7936,-5985,-158
3851,-7838,-7808,0,-7808,-6042,-30
3852,-7894,-7936,0,-7936,-6102,42
3853,-7894,-7808,1,-8064,-6164,-86
3854,-7946,-7936,0,-7936,-6220,-10
3855,-7946,-8064,0,-8064,-6278,118
3856,-7992,-7936,1,-8192,-6338,-56
3857,-7992,-8064,0,-8064,-6392,72
3858,-8034,-7936,1,-8192,-6449,-98
3859,-8034,-8064,0,-8064,-6500,30
3860,-8070,-7936,1,-8192,-6553,-134
3861,-8070,-8064,0,-8064,-6601,-6
3862,-8102,-8192,0,-8192,-6651,90
3863,-8102,-8064,1,-8320,-6704,-38
3864,-8129,-8192,0,-8192,-6751,63
3865,-8129,-8064,1,-8320,-6801,-65
3866,-8152,-8192,0,-8192,-6845,40
3867,-8152,-8064,1,-8320,-6892,-88
3868,-8169,-8192,0,-8192,-6933,23
3869,-8169,-8064,1,-8320,-6977,-105
3870,-8181,-8192,0,-8192,-7015,11
3871,-8181,-8064,1,-8320,-7056,-117
3872,-8189,-8192,0,-8192,-7092,3
3873,-8191,-8064,1,-8320,-7131,-127
3874,-8191,-8192,0,-8192,-7165,1
3875,-8189,-8064,1,-8320,-7202,-125
3876,-8189,-8192,0,-8192,-7233,3
3877,-8181,-8064,1,-8320,-7267,-117
3878,-8181,-8192,0,-8192,-7296,11
3879,-8169,-8064,1,-8320,-7328,-105
3880,-8169,-8192,0,-8192,-7355,23
3881,-8152,-8064,1,-8320,-7386,-88
3882,-8152,-8192,0,-8192,-7412,40
3883,-8129,-8064,1,-8320,-7441,-65
3884,-8129,-8192,0,-8192,-7465,63
3885,-8102,-8064,1,-8320,-7492,-38
3886,-8102,-8192,0,-8192,-7514,90
3887,-8070,-8064,1,-8320,-7540,-6
3888,-8070,-8192,0,-8192,-7561,122
3889,-8034,-8064,1,-8320,-7585,30
3890,-8034,-7936,1,-8192,-7604,-98
3891,-7992,-8064,0,-8064,-7619,72
3892,-7992,-7936,1,-8192,-7637,-56
3893,-7946,-8064,0,-8064,-7651,118
3894,-7946,-7936,1,-8192,-7668,-10
3895,-7894,-8064,0,-8064,-7681,170
3896,-7894,-7936,1,-8192,-7697,42
3897,-7838,-7808,1,-8064,-7709,-30
3898,-7838,-7936,0,-7936,-7717,98
3899,-7778,-7808,1,-8064,-7728,30
3900,-7778,-7680,1,-7936,-7735,-98
3901,-7712,-7808,0,-7808,-7738,96
3902,-7712,-7680,1,-7936,-7745,-32
3903,-7642,-7808,0,-7808,-7747,166
3904,-7642,-7680,1,-7936,-7753,38
3905,-7567,-7552,1,-7808,-7755,-15
3906,-7567,-7680,0,-7680,-7753,113
3907,-7488,-7552,1,-7808,-7755,64
3908,-7488,-7424,1,-7680,-7753,-64
3909,-7405,-7552,0,-7552,-7747,147
3910,-7405,-7424,1,-7680,-7745,19
3911,-7316,-7296,1,-7552,-7739,-20
3912,-7316,-7424,0,-7424,-7730,108
3913,-7224,-7296,1,-7552,-7725,72
3914,-7224,-7168,1,-7424,-7716,-56
3915,-7127,-7296,0,-7296,-7703,169
3916,-7026,-7168,1,-7424,-7695,142
3917,-7026,-7040,1,-7296,-7683,14
3918,-6920,-6912,1,-7168,-7667,-8
3919,-6920,-7040,0,-7040,-7648,120
3920,-6811,-6912,1,-7168,-7633,101
3921,-6811,-6784,1,-7040,-7615,-27
3922,-6697,-6912,0,-6912,-7594,215
3923,-6697,-6784,1,-7040,-7577,87
3924,-6579,-6656,1,-6912,-7557,77
3925,-6579,-6528,1,-6784,-7533,-51
3926,-6457,-6656,0,-6656,-7506,199
3927,-6457,-6528,1,-6784,-7484,71
3928,-6332,-6400,1,-6656,-7459,68
3929,-6332,-6272,1,-6528,-7430,-60
3930,-6202,-6400,0,-6400,-7398,198
3931,-6202,-6272,1,-6528,-7371,70
3932,-6069,-6144,1,-6400,-7341,75
3933,-6069,-6016,1,-6272,-7308,-53
3934,-5932,-6144,0,-6144,-7272,212
3935,-5932,-6016,1,-6272,-7241,84
3936,-5792,-5888,1,-6144,-7207,96
3937,-5792,-5760,1,-6016,-7170,-32
3938,-5648,-5888,0,-5888,-7130,240
3939,-5648,-5760,1,-6016,-7096,112
3940,-5501,-5632,1,-5888,-7059,131
3941,-5501,-5504,1,-5760,-7019,3
3942,-5350,-5376,1,-5632,-6976,26
3943,-5350,-5248,1,-5504,-6930,-102
3944,-5196,-5376,0,-5376,-6882,180
3945,-5196,-5248,1,-5504,-6839,52
3946,-5039,-5120,1,-5376,-6794,81
3947,-5039,-4992,1,-5248,-6746,-47
3948,-4879,-5120,0,-5120,-6696,241
3949,-4879,-4992,1,-5248,-6651,113
3950,-4716,-4864,1,-5120,-6604,148
3951,-4716,-4736,1,-4992,-6554,20
3952,-4551,-4608,1,-4864,-6502,57
3953,-4551,-4480,1,-4736,-6447,-71
3954,-4382,-4608,0,-4608,-6390,226
3955,-4382,-4480,1,-4736,-6339,98
3956,-4211,-4352,1,-4608,-6285,141
3957,-4037,-4224,1,-4480,-6229,187
3958,-4037,-4096,1,-4352,-6171,59
3959,-3861,-3968,1,-4224,-6111,107
3960,-3861,-3840,1,-4096,-6049,-21
3961,-3683,-3968,0,-3968,-5984,285
3962,-3683,-3840,1,-4096,-5925,157
3963,-3502,-3712,1,-3968,-5864,210
3964,-3502,-3584,1,-3840,-5801,82
3965,-3319,-3456,1,-3712,-5736,137
3966,-3319,-3328,1,-3584,-5669,9
3967,-3135,-3200,1,-3456,-5600,65
3968,-3135,-3072,1,-3328,-5529,-63
3969,-2948,-3200,0,-3200,-5457,252
3970,-2948,-3072,1,-3328,-5391,124
3971,-2759,-2944,1,-3200,-5323,185
3972,-2759,-2816,1,-3072,-5253,57
3973,-2569,-2688,1,-2944,-5181,119
3974,-2569,-2560,1,-2816,-5108,-9
3975,-2378,-2688,0,-2688,-5033,310
3976,-2378,-2560,1,-2816,-4964,182
3977,-2185,-2432,1,-2688,-4893,247
3978,-2185,-2304,1,-2560,-4821,119
3979,-1990,-2176,1,-2432,-4747,186
3980,-1990,-2048,1,-2304,-4671,58
3981,-1795,-1920,1,-2176,-4594,125
3982,-1795,-1792,1,-2048,-4515,-3
3983,-1598,-1920,0,-1920,-4434,322
3984,-1598,-1792,1,-2048,-4360,194
3985,-1400,-1664,1,-1920,-4284,264
3986,-1400,-1536,1,-1792,-4207,136
3987,-1202,-1408,1,-1664,-4128,206
3988,-1202,-1280,1,-1536,-4047,78
3989,-1003,-1152,1,-1408,-3965,149
3990,-1003,-1024,1,-1280,-3882,21
