n,input,encoder_staircase,dm_bit,decoder_staircase,decoder_filtered,error
1370,-8181,-8192,0,-8192,-7015,11
1371,-8181,-8064,1,-8320,-7056,-117
1372,-8189,-8192,0,-8192,-7092,3
1373,-8191,-8064,1,-8320,-7131,-127
1374,-8191,-8192,0,-8192,-7165,1
1375,-8189,-8064,1,-8320,-7202,-125
1376,-8189,-8192,0,-8192,-7233,3
1377,-8181,-8064,1,-8320,-7267,-117
1378,-8181,-8192,0,-8192,-7296,11
1379,-8169,-8064,1,-8320,-7328,-105
1380,-8169,-8192,0,-8192,-7355,23
1381,-8152,-8064,1,-8320,-7386,-88
1382,-8152,-8192,0,-8192,-7412,40
1383,-8129,-8064,1,-8320,-7441,-65
1384,-8129,-8192,0,-8192,-7465,63
1385,-8102,-8064,1,-8320,-7492,-38
1386,-8102,-8192,0,-8192,-7514,90
1387,-8070,-8064,1,-8320,-7540,-6
1388,-8070,-8192,0,-8192,-7561,122
1389,-8034,-8064,1,-8320,-7585,30
1390,-8034,-7936,1,-8192,-7604,-98
1391,-7992,-8064,0,-8064,-7619,72
1392,-7992,-7936,1,-8192,-7637,-56
1393,-7946,-8064,0,-8064,-7651,118
1394,-7946,-7936,1,-8192,-7668,-10
1395,-7894,-8064,0,-8064,-7681,170
1396,-7894,-7936,1,-8192,-7697,42
1397,-7838,-7808,1,-8064,-7709,-30
1398,-7838,-7936,0,-7936,-7717,98
1399,-7778,-7808,1,-8064,-7728,30
1400,-7778,-7680,1,-7936,-7735,-98
1401,-7712,-7808,0,-7808,-7738,96
1402,-7712,-7680,1,-7936,-7745,-32
1403,-7642,-7808,0,-7808,-7747,166
1404,-7642,-7680,1,-7936,-7753,38
1405,-7567,-7552,1,-7808,-7755,-15
1406,-7567,-7680,0,-7680,-7753,113
1407,-7488,-7552,1,-7808,-7755,64
1408,-7488,-7424,1,-7680,-7753,-64
1409,-7405,-7552,0,-7552,-7747,147
1410,-7405,-7424,1,-7680,-7745,19
1411,-7316,-7296,1,-7552,-7739,-20
1412,-7316,-7424,0,-7424,-7730,108
1413,-7224,-7296,1,-7552,-7725,72
1414,-7224,-7168,1,-7424,-7716,-56
1415,-7127,-7296,0,-7296,-7703,169
1416,-7026,-7168,1,-7424,-7695,142
1417,-7026,-7040,1,-7296,-7683,14
1418,-6920,-6912,1,-7168,-7667,-8
1419,-6920,-7040,0,-7040,-7648,120
1420,-6811,-6912,1,-7168,-7633,101
1421,-6811,-6784,1,-7040,-7615,-27
1422,-6697,-6912,0,-6912,-7594,215
1423,-6697,-6784,1,-7040,-7577,87
1424,-6579,-6656,1,-6912,-7557,77
1425,-6579,-6528,1,-6784,-7533,-51
1426,-6457,-6656,0,-6656,-7506,199
1427,-6457,-6528,1,-6784,-7484,71
1428,-6332,-6400,1,-6656,-7459,68
1429,-6332,-6272,1,-6528,-7430,-60
1430,-6202,-6400,0,-6400,-7398,198
1431,-6202,-6272,1,-6528,-7371,70
1432,-6069,-6144,1,-6400,-7341,75
1433,-6069,-6016,1,-6272,-7308,-53
1434,-5932,-6144,0,-6144,-7272,212
1435,-5932,-6016,1,-6272,-7241,84
1436,-5792,-5888,1,-6144,-7207,96
1437,-5792,-5760,1,-6016,-7170,-32
1438,-5648,-5888,0,-5888,-7130,240
1439,-5648,-5760,1,-6016,-7096,112
1440,-5501,-5632,1,-5888,-7059,131
1441,-5501,-5504,1,-5760,-7019,3
1442,-5350,-5376,1,-5632,-6976,26
1443,-5350,-5248,1,-5504,-6930,-102
1444,-5196,-5376,0,-5376,-6882,180
1445,-5196,-5248,1,-5504,-6839,52
1446,-5039,-5120,1,-5376,-6794,81
1447,-5039,-4992,1,-5248,-6746,-47
1448,-4879,-5120,0,-5120,-6696,241
1449,-4879,-4992,1,-5248,-6651,113
1450,-4716,-4864,1,-5120,-6604,148
1451,-4716,-4736,1,-4992,-6554,20
1452,-4551,-4608,1,-4864,-6502,57
1453,-4551,-4480,1,-4736,-6447,-71
1454,-4382,-4608,0,-4608,-6390,226
1455,-4382,-4480,1,-4736,-6339,98
1456,-4211,-4352,1,-4608,-6285,141
1457,-4037,-4224,1,-4480,-6229,187
1458,-4037,-4096,1,-4352,-6171,59
1459,-3861,-3968,1,-4224,-6111,107
1460,-3861,-3840,1,-4096,-6049,-21
1461,-3683,-3968,0,-3968,-5984,285
1462,-3683,-3840,1,-4096,-5925,157
1463,-3502,-3712,1,-3968,-5864,210
1464,-3502,-3584,1,-3840,-5801,82
1465,-3319,-3456,1,-3712,-5736,137
1466,-3319,-3328,1,-3584,-5669,9
1467,-3135,-3200,1,-3456,-5600,65
1468,-3135,-3072,1,-3328,-5529,-63
1469,-2948,-3200,0,-3200,-5457,252
1470,-2948,-3072,1,-3328,-5391,124
1471,-2759,-2944,1,-3200,-5323,185
1472,-2759,-2816,1,-3072,-5253,57
1473,-2569,-2688,1,-2944,-5181,119
1474,-2569,-2560,1,-2816,-5108,-9
1475,-2378,-2688,0,-2688,-5033,310
1476,-2378,-2560,1,-2816,-4964,182
1477,-2185,-2432,1,-2688,-4893,247
1478,-2185,-2304,1,-2560,-4821,119
1479,-1990,-2176,1,-2432,-4747,186
1480,-1990,-2048,1,-2304,-4671,58
1481,-1795,-1920,1,-2176,-4594,125
1482,-1795,-1792,1,-2048,-4515,-3
1483,-1598,-1920,0,-1920,-4434,322
1484,-1598,-1792,1,-2048,-4360,194
1485,-1400,-1664,1,-1920,-4284,264
1486,-1400,-1536,1,-1792,-4207,136
1487,-1202,-1408,1,-1664,-4128,206
1488,-1202,-1280,1,-1536,-4047,78
1489,-1003,-1152,1,-1408,-3965,149
1490,-1003,-1024,1,-1280,-3882,21
1491,-803,-896,1,-1152,-3797,93
1492,-803,-768,1,-1024,-3711,-35
1493,-603,-896,0,-896,-3624,293
1494,-603,-768,1,-1024,-3543,165
1495,-402,-640,1,-896,-3461,238
1496,-402,-512,1,-768,-3377,110
1497,-201,-384,1,-640,-3292,183
1498,0,-256,1,-512,-3206,256
1499,0,-128,1,-384,-3118,128
1500,201,0,1,-256,-3029,201
1501,201,128,1,-128,-2939,73
1502,402,256,1,0,-2848,146
1503,402,384,1,128,-2755,18
1504,603,512,1,256,-2661,91
1505,603,640,1,384,-2566,-37
1506,803,512,0,512,-2470,291
1507,803,640,1,384,-2381,163
1508,1003,768,1,512,-2291,235
1509,1003,896,1,640,-2200,107
1510,1202,1024,1,768,-2108,178
1511,1202,1152,1,896,-2015,50
1512,1400,1280,1,1024,-1921,120
1513,1400,1408,1,1152,-1825,-8
1514,1598,1280,0,1280,-1728,318
1515,1598,1408,1,1152,-1638,190
1516,1795,1536,1,1280,-1547,259
1517,1795,1664,1,1408,-1455,131
1518,1990,1792,1,1536,-1362,198
1519,1990,1920,1,1664,-1268,70
1520,2185,2048,1,1792,-1173,137
1521,2185,2176,1,1920,-1077,9
1522,2378,2304,1,2048,-980,74
1523,2378,2432,1,2176,-882,-54
1524,2569,2304,0,2304,-783,265
1525,2569,2432,1,2176,-691,137
1526,2759,2560,1,2304,-598,199
1527,2759,2688,1,2432,-504,71
1528,2948,2816,1,2560,-409,132
1529,2948,2944,1,2688,-313,4
1530,3135,3072,1,2816,-216,63
1531,3135,3200,1,2944,-118,-65
1532,3319,3072,0,3072,-19,247
1533,3319,3200,1,2944,73,119
1534,3502,3328,1,3072,166,174
1535,3502,3456,1,3200,260,46
1536,3683,3584,1,3328,355,99
1537,3683,3712,1,3456,451,-29
1538,3861,3584,0,3584,548,277
1539,3861,3712,1,3456,638,149
1540,4037,3840,1,3584,730,197
1541,4211,3968,1,3712,823,243
1542,4211,4096,1,3840,917,115
1543,4382,4224,1,3968,1012,158
1544,4382,4352,1,4096,1108,30
1545,4551,4480,1,4224,1205,71
1546,4551,4608,1,4352,1303,-57
1547,4716,4480,0,4480,1402,236
1548,4716,4608,1,4352,1494,108
1549,4879,4736,1,4480,1587,143
1550,4879,4864,1,4608,1681,15
1551,5039,4992,1,4736,1776,47
1552,5039,5120,1,4864,1872,-81
1553,5196,4992,0,4992,1969,204
1554,5196,5120,1,4864,2059,76
1555,5350,5248,1,4992,2150,102
1556,5350,5376,1,5120,2242,-26
1557,5501,5248,0,5248,2335,253
1558,5501,5376,1,5120,2422,125
1559,5648,5504,1,5248,2510,144
1560,5648,5632,1,5376,2599,16
1561,5792,5760,1,5504,2689,32
1562,5792,5888,1,5632,2780,-96
1563,5932,5760,0,5760,2873,172
1564,5932,5888,1,5632,2959,44
1565,6069,6016,1,5760,3046,53
1566,6069,6144,1,5888,3134,-75
1567,6202,6016,0,6016,3224,186
1568,6202,6144,1,5888,3307,58
1569,6332,6272,1,6016,3391,60
1570,6332,6400,1,6144,3477,-68
1571,6457,6272,0,6272,3564,185
1572,6457,6400,1,6144,3644,57
1573,6579,6528,1,6272,3726,51
1574,6579,6656,1,6400,3809,-77
1575,6697,6528,0,6528,3893,169
1576,6697,6656,1,6400,3971,41
1577,6811,6784,1,6528,4050,27
1578,6811,6912,1,6656,4131,-101
1579,6920,6784,0,6784,4213,136
1580,6920,6912,1,6656,4289,8
1581,7026,7040,1,6784,4366,-14
1582,7127,6912,0,6912,4445,215
1583,7127,7040,1,6784,4518,87
1584,7224,7168,1,6912,4592,56
1585,7224,7296,1,7040,4668,-72
1586,7316,7168,0,7168,4746,148
1587,7316,7296,1,7040,4817,20
1588,7405,7424,1,7168,4890,-19
1589,7405,7296,0,7296,4965,109
1590,7488,7424,1,7168,5033,64
1591,7488,7552,1,7296,5103,-64
1592,7567,7424,0,7424,5175,143
1593,7567,7552,1,7296,5241,15
1594,7642,7680,1,7424,5309,-38
1595,7642,7552,0,7552,5379,90
1596,7712,7680,1,7424,5442,32
1597,7712,7808,1,7552,5507,-96
1598,7778,7680,0,7680,5574,98
1599,7778,7808,1,7552,5635,-30
1600,7838,7680,0,7680,5698,158
1601,7838,7808,1,7552,5755,30
1602,7894,7936,1,7680,5815,-42
1603,7894,7808,0,7808,5877,86
1604,7946,7936,1,7680,5933,10
1605,7946,8064,1,7808,5991,-118
1606,7992,7936,0,7936,6051,56
1607,7992,8064,1,7808,6105,-72
1608,8034,7936,0,7936,6162,98
1609,8034,8064,1,7808,6213,-30
1610,8070,7936,0,7936,6266,134
1611,8070,8064,1,7808,6314,6
1612,8102,8192,1,7936,6364,-90
1613,8102,8064,0,8064,6417,38
1614,8129,8192,1,7936,6464,-63
1615,8129,8064,0,8064,6514,65
1616,8152,8192,1,7936,6558,-40
1617,8152,8064,0,8064,6605,88
1618,8169,8192,1,7936,6646,-23
1619,8169,8064,0,8064,6690,105
1620,8181,8192,1,7936,6728,-11
1621,8181,8064,0,8064,6769,117
1622,8189,8192,1,7936,6805,-3
1623,8191,8064,0,8064,6844,127
1624,8191,8192,1,7936,6878,-1
1625,8189,8064,0,8064,6915,125
1626,8189,8192,1,7936,6946,-3
1627,8181,8064,0,8064,6980,117
1628,8181,8192,1,7936,7009,-11
1629,8169,8064,0,8064,7041,105
1630,8169,8192,1,7936,7068,-23
1631,8152,8064,0,8064,7099,88
1632,8152,8192,1,7936,7125,-40
1633,8129,8064,0,8064,7154,65
1634,8129,8192,1,7936,7178,-63
1635,8102,8064,0,8064,7205,38
1636,8102,8192,1,7936,7227,-90
1637,8070,8064,0,8064,7253,6
1638,8070,8192,1,7936,7274,-122
1639,8034,8064,0,8064,7298,-30
1640,8034,7936,0,7936,7317,98
1641,7992,8064,1,7808,7332,-72
1642,7992,7936,0,7936,7350,56
1643,7946,8064,1,7808,7364,-118
1644,7946,7936,0,7936,7381,10
1645,7894,8064,1,7808,7394,-170
1646,7894,7936,0,7936,7410,-42
1647,7838,7808,0,7808,7422,30
1648,7838,7936,1,7680,7430,-98
1649,7778,7808,0,7808,7441,-30
1650,7778,7680,0,7680,7448,98
1651,7712,7808,1,7552,7451,-96
1652,7712,7680,0,7680,7458,32
1653,7642,7808,1,7552,7460,-166
1654,7642,7680,0,7680,7466,-38
1655,7567,7552,0,7552,7468,15
1656,7567,7680,1,7424,7466,-113
1657,7488,7552,0,7552,7468,-64
1658,7488,7424,0,7424,7466,64
1659,7405,7552,1,7296,7460,-147
1660,7405,7424,0,7424,7458,-19
1661,7316,7296,0,7296,7452,20
1662,7316,7424,1,7168,7443,-108
1663,7224,7296,0,7296,7438,-72
1664,7224,7168,0,7168,7429,56
1665,7127,7296,1,7040,7416,-169
1666,7026,7168,0,7168,7408,-142
1667,7026,7040,0,7040,7396,-14
1668,6920,6912,0,6912,7380,8
1669,6920,7040,1,6784,7361,-120
1670,6811,6912,0,6912,7346,-101
1671,6811,6784,0,6784,7328,27
1672,6697,6912,1,6656,7307,-215
1673,6697,6784,0,6784,7290,-87
1674,6579,6656,0,6656,7270,-77
1675,6579,6528,0,6528,7246,51
1676,6457,6656,1,6400,7219,-199
1677,6457,6528,0,6528,7197,-71
1678,6332,6400,0,6400,7172,-68
1679,6332,6272,0,6272,7143,60
1680,6202,6400,1,6144,7111,-198
1681,6202,6272,0,6272,7084,-70
1682,6069,6144,0,6144,7054,-75
1683,6069,6016,0,6016,7021,53
1684,5932,6144,1,5888,6985,-212
1685,5932,6016,0,6016,6954,-84
1686,5792,5888,0,5888,6920,-96
1687,5792,5760,0,5760,6883,32
1688,5648,5888,1,5632,6843,-240
1689,5648,5760,0,5760,6809,-112
1690,5501,5632,0,5632,6772,-131
1691,5501,5504,0,5504,6732,-3
1692,5350,5376,0,5376,6689,-26
1693,5350,5248,0,5248,6643,102
1694,5196,5376,1,5120,6595,-180
1695,5196,5248,0,5248,6552,-52
1696,5039,5120,0,5120,6507,-81
1697,5039,4992,0,4992,6459,47
1698,4879,5120,1,4864,6409,-241
1699,4879,4992,0,4992,6364,-113
1700,4716,4864,0,4864,6317,-148
1701,4716,4736,0,4736,6267,-20
1702,4551,4608,0,4608,6215,-57
1703,4551,4480,0,4480,6160,71
1704,4382,4608,1,4352,6103,-226
1705,4382,4480,0,4480,6052,-98
1706,4211,4352,0,4352,5998,-141
1707,4037,4224,0,4224,5942,-187
1708,4037,4096,0,4096,5884,-59
1709,3861,3968,0,3968,5824,-107
1710,3861,3840,0,3840,5762,21
1711,3683,3968,1,3712,5697,-285
1712,3683,3840,0,3840,5638,-157
1713,3502,3712,0,3712,5577,-210
1714,3502,3584,0,3584,5514,-82
1715,3319,3456,0,3456,5449,-137
1716,3319,3328,0,3328,5382,-9
1717,3135,3200,0,3200,5313,-65
1718,3135,3072,0,3072,5242,63
1719,2948,3200,1,2944,5170,-252
1720,2948,3072,0,3072,5104,-124
1721,2759,2944,0,2944,5036,-185
1722,2759,2816,0,2816,4966,-57
1723,2569,2688,0,2688,4894,-119
1724,2569,2560,0,2560,4821,9
1725,2378,2688,1,2432,4746,-310
1726,2378,2560,0,2560,4677,-182
1727,2185,2432,0,2432,4606,-247
1728,2185,2304,0,2304,4534,-119
1729,1990,2176,0,2176,4460,-186
1730,1990,2048,0,2048,4384,-58
1731,1795,1920,0,1920,4307,-125
1732,1795,1792,0,1792,4228,3
1733,1598,1920,1,1664,4147,-322
1734,1598,1792,0,1792,4073,-194
1735,1400,1664,0,1664,3997,-264
1736,1400,1536,0,1536,3920,-136
1737,1202,1408,0,1408,3841,-206
1738,1202,1280,0,1280,3760,-78
1739,1003,1152,0,1152,3678,-149
1740,1003,1024,0,1024,3595,-21
1741,803,896,0,896,3510,-93
1742,803,768,0,768,3424,35
1743,603,896,1,640,3337,-293
1744,603,768,0,768,3256,-165
1745,402,640,0,640,3174,-238
1746,402,512,0,512,3090,-110
1747,201,384,0,384,3005,-183
1748,0,256,0,256,2919,-256
1749,0,128,0,128,2831,-128
1750,-201,0,0,0,2742,-201
1751,-201,-128,0,-128,2652,-73
1752,-402,-256,0,-256,2561,-146
1753,-402,-384,0,-384,2468,-18
1754,-603,-512,0,-512,2374,-91
1755,-603,-640,0,-640,2279,37
1756,-803,-512,1,-768,2183,-291
1757,-803,-640,0,-640,2094,-163
1758,-1003,-768,0,-768,2004,-235
1759,-1003,-896,0,-896,1913,-107
1760,-1202,-1024,0,-1024,1821,-178
1761,-1202,-1152,0,-1152,1728,-50
1762,-1400,-1280,0,-1280,1634,-120
1763,-1400,-1408,0,-1408,1538,8
1764,-1598,-1280,1,-1536,1441,-318
1765,-1598,-1408,0,-1408,1351,-190
1766,-1795,-1536,0,-1536,1260,-259
1767,-1795,-1664,0,-1664,1168,-131
1768,-1990,-1792,0,-1792,1075,-198
1769,-1990,-1920,0,-1920,981,-70
1770,-2185,-2048,0,-2048,886,-137
1771,-2185,-2176,0,-2176,790,-9
1772,-2378,-2304,0,-2304,693,-74
1773,-2378,-2432,0,-2432,595,54
1774,-2569,-2304,1,-2560,496,-265
1775,-2569,-2432,0,-2432,404,-137
1776,-2759,-2560,0,-2560,311,-199
1777,-2759,-2688,0,-2688,217,-71
1778,-2948,-2816,0,-2816,122,-132
1779,-2948,-2944,0,-2944,26,-4
1780,-3135,-3072,0,-3072,-71,-63
1781,-3135,-3200,0,-3200,-169,65
1782,-3319,-3072,1,-3328,-268,-247
1783,-3319,-3200,0,-3200,-360,-119
1784,-3502,-3328,0,-3328,-453,-174
1785,-3502,-3456,0,-3456,-547,-46
1786,-3683,-3584,0,-3584,-642,-99
1787,-3683,-3712,0,-3712,-738,29
1788,-3861,-3584,1,-3840,-835,-277
1789,-3861,-3712,0,-3712,-925,-149
1790,-4037,-3840,0,-3840,-1017,-197
1791,-4211,-3968,0,-3968,-1110,-243
1792,-4211,-4096,0,-4096,-1204,-115
1793,-4382,-4224,0,-4224,-1299,-158
1794,-4382,-4352,0,-4352,-1395,-30
1795,-4551,-4480,0,-4480,-1492,-71
1796,-4551,-4608,0,-4608,-1590,57
1797,-4716,-4480,1,-4736,-1689,-236
1798,-4716,-4608,0,-4608,-1781,-108
1799,-4879,-4736,0,-4736,-1874,-143
1800,-4879,-4864,0,-4864,-1968,-15
1801,-5039,-4992,0,-4992,-2063,-47
1802,-5039,-5120,0,-5120,-2159,81
1803,-5196,-4992,1,-5248,-2256,-204
1804,-5196,-5120,0,-5120,-2346,-76
1805,-5350,-5248,0,-5248,-2437,-102
1806,-5350,-5376,0,-5376,-2529,26
1807,-5501,-5248,1,-5504,-2622,-253
1808,-5501,-5376,0,-5376,-2709,-125
1809,-5648,-5504,0,-5504,-2797,-144
1810,-5648,-5632,0,-5632,-2886,-16
1811,-5792,-5760,0,-5760,-2976,-32
1812,-5792,-5888,0,-5888,-3067,96
1813,-5932,-5760,1,-6016,-3160,-172
1814,-5932,-5888,0,-5888,-3246,-44
1815,-6069,-6016,0,-6016,-3333,-53
1816,-6069,-6144,0,-6144,-3421,75
1817,-6202,-6016,1,-6272,-3511,-186
1818,-6202,-6144,0,-6144,-3594,-58
1819,-6332,-6272,0,-6272,-3678,-60
1820,-6332,-6400,0,-6400,-3764,68
1821,-6457,-6272,1,-6528,-3851,-185
1822,-6457,-6400,0,-6400,-3931,-57
1823,-6579,-6528,0,-6528,-4013,-51
1824,-6579,-6656,0,-6656,-4096,77
1825,-6697,-6528,1,-6784,-4180,-169
1826,-6697,-6656,0,-6656,-4258,-41
1827,-6811,-6784,0,-6784,-4337,-27
1828,-6811,-6912,0,-6912,-4418,101
1829,-6920,-6784,1,-7040,-4500,-136
1830,-6920,-6912,0,-6912,-4576,-8
1831,-7026,-7040,0,-7040,-4653,14
1832,-7127,-6912,1,-7168,-4732,-215
1833,-7127,-7040,0,-7040,-4805,-87
1834,-7224,-7168,0,-7168,-4879,-56
1835,-7224,-7296,0,-7296,-4955,72
1836,-7316,-7168,1,-7424,-5033,-148
1837,-7316,-7296,0,-7296,-5104,-20
1838,-7405,-7424,0,-7424,-5177,19
1839,-7405,-7296,1,-7552,-5252,-109
1840,-7488,-7424,0,-7424,-5320,-64
1841,-7488,-7552,0,-7552,-5390,64
1842,-7567,-7424,1,-7680,-5462,-143
1843,-7567,-7552,0,-7552,-5528,-15
1844,-7642,-7680,0,-7680,-5596,38
1845,-7642,-7552,1,-7808,-5666,-90
1846,-7712,-7680,0,-7680,-5729,-32
1847,-7712,-7808,0,-7808,-5794,96
1848,-7778,-7680,1,-7936,-5861,-98
1849,-7778,-7808,0,-7808,-5922,30
1850,-7838,-7680,1,-7936,-5985,-158
1851,-7838,-7808,0,-7808,-6042,-30
1852,-7894,-7936,0,-7936,-6102,42
1853,-7894,-7808,1,-8064,-6164,-86
1854,-7946,-7936,0,-7936,-6220,-10
1855,-7946,-8064,0,-8064,-6278,118
1856,-7992,-7936,1,-8192,-6338,-56
1857,-7992,-8064,0,-8064,-6392,72
1858,-8034,-7936,1,-8192,-6449,-98
1859,-8034,-8064,0,-8064,-6500,30
1860,-8070,-7936,1,-8192,-6553,-134
1861,-8070,-8064,0,-8064,-6601,-6
1862,-8102,-8192,0,-8192,-6651,90
1863,-8102,-8064,1,-8320,-6704,-38
1864,-8129,-8192,0,-8192,-6751,63
1865,-8129,-8064,1,-8320,-6801,-65
1866,-8152,-8192,0,-8192,-6845,40
1867,-8152,-8064,1,-8320,-6892,-88
1868,-8169,-8192,0,-8192,-6933,23
1869,-8169,-8064,1,-8320,-6977,-105
1870,-8181,-8192,0,-8192,-7015,11
1871,-8181,-8064,1,-8320,-7056,-117
1872,-8189,-8192,0,-8192,-7092,3
1873,-8191,-8064,1,-8320,-7131,-127
1874,-8191,-8192,0,-8192,-7165,1
1875,-8189,-8064,1,-8320,-7202,-125
1876,-8189,-8192,0,-8192,-7233,3
1877,-8181,-8064,1,-8320,-7267,-117
1878,-8181,-8192,0,-8192,-7296,11
1879,-8169,-8064,1,-8320,-7328,-105
1880,-8169,-8192,0,-8192,-7355,23
1881,-8152,-8064,1,-8320,-7386,-88
1882,-8152,-8192,0,-8192,-7412,40
1883,-8129,-8064,1,-8320,-7441,-65
1884,-8129,-8192,0,-8192,-7465,63
1885,-8102,-8064,1,-8320,-7492,-38
1886,-8102,-8192,0,-8192,-7514,90
1887,-8070,-8064,1,-8320,-7540,-6
1888,-8070,-8192,0,-8192,-7561,122
1889,-8034,-8064,1,-8320,-7585,30
1890,-8034,-7936,1,-8192,-7604,-98
1891,-7992,-8064,0,-8064,-7619,72
1892,-7992,-7936,1,-8192,-7637,-56
1893,-7946,-8064,0,-8064,-7651,118
1894,-7946,-7936,1,-8192,-7668,-10
1895,-7894,-8064,0,-8064,-7681,170
1896,-7894,-7936,1,-8192,-7697,42
1897,-7838,-7808,1,-8064,-7709,-30
1898,-7838,-7936,0,-7936,-7717,98
1899,-7778,-7808,1,-8064,-7728,30
1900,-7778,-7680,1,-7936,-7735,-98
1901,-7712,-7808,0,-7808,-7738,96
1902,-7712,-7680,1,-7936,-7745,-32
1903,-7642,-7808,0,-7808,-7747,166
1904,-7642,-7680,1,-7936,-7753,38
1905,-7567,-7552,1,-7808,-7755,-15
1906,-7567,-7680,0,-7680,-7753,113
1907,-7488,-7552,1,-7808,-7755,64
1908,-7488,-7424,1,-7680,-7753,-64
1909,-7405,-7552,0,-7552,-7747,147
1910,-7405,-7424,1,-7680,-7745,19
1911,-7316,-7296,1,-7552,-7739,-20
1912,-7316,-7424,0,-7424,-7730,108
1913,-7224,-7296,1,-7552,-7725,72
1914,-7224,-7168,1,-7424,-7716,-56
1915,-7127,-7296,0,-7296,-7703,169
1916,-7026,-7168,1,-7424,-7695,142
1917,-7026,-7040,1,-7296,-7683,14
1918,-6920,-6912,1,-7168,-7667,-8
1919,-6920,-7040,0,-7040,-7648,120
1920,-6811,-6912,1,-7168,-7633,101
1921,-6811,-6784,1,-7040,-7615,-27
1922,-6697,-6912,0,-6912,-7594,215
1923,-6697,-6784,1,-7040,-7577,87
1924,-6579,-6656,1,-6912,-7557,77
1925,-6579,-6528,1,-6784,-7533,-51
1926,-6457,-6656,0,-6656,-7506,199
1927,-6457,-6528,1,-6784,-7484,71
1928,-6332,-6400,1,-6656,-7459,68
1929,-6332,-6272,1,-6528,-7430,-60
1930,-6202,-6400,0,-6400,-7398,198
1931,-6202,-6272,1,-6528,-7371,70
1932,-6069,-6144,1,-6400,-7341,75
1933,-6069,-6016,1,-6272,-7308,-53
1934,-5932,-6144,0,-6144,-7272,212
1935,-5932,-6016,1,-6272,-7241,84
1936,-5792,-5888,1,-6144,-7207,96
1937,-5792,-5760,1,-6016,-7170,-32
1938,-5648,-5888,0,-5888,-7130,240
1939,-5648,-5760,1,-6016,-7096,112
1940,-5501,-5632,1,-5888,-7059,131
1941,-5501,-5504,1,-5760,-7019,3
1942,-5350,-5376,1,-5632,-6976,26
1943,-5350,-5248,1,-5504,-6930,-102
1944,-5196,-5376,0,-5376,-6882,180
1945,-5196,-5248,1,-5504,-6839,52
1946,-5039,-5120,1,-5376,-6794,81
1947,-5039,-4992,1,-5248,-6746,-47
1948,-4879,-5120,0,-5120,-6696,241
1949,-4879,-4992,1,-5248,-6651,113
1950,-4716,-4864,1,-5120,-6604,148
1951,-4716,-4736,1,-4992,-6554,20
1952,-4551,-4608,1,-4864,-6502,57
1953,-4551,-4480,1,-4736,-6447,-71
1954,-4382,-4608,0,-4608,-6390,226
1955,-4382,-4480,1,-4736,-6339,98
1956,-4211,-4352,1,-4608,-6285,141
1957,-4037,-4224,1,-4480,-6229,187
1958,-4037,-4096,1,-4352,-6171,59
1959,-3861,-3968,1,-4224,-6111,107
1960,-3861,-3840,1,-4096,-6049,-21
1961,-3683,-3968,0,-3968,-5984,285
1962,-3683,-3840,1,-4096,-5925,157
1963,-3502,-3712,1,-3968,-5864,210
1964,-3502,-3584,1,-3840,-5801,82
1965,-3319,-3456,1,-3712,-5736,137
1966,-3319,-3328,1,-3584,-5669,9
1967,-3135,-3200,1,-3456,-5600,65
1968,-3135,-3072,1,-3328,-5529,-63
1969,-2948,-3200,0,-3200,-5457,252
1970,-2948,-3072,1,-3328,-5391,124
1971,-2759,-2944,1,-3200,-5323,185
1972,-2759,-2816,1,-3072,-5253,57
1973,-2569,-2688,1,-2944,-5181,119
1974,-2569,-2560,1,-2816,-5108,-9
1975,-2378,-2688,0,-2688,-5033,310
1976,-2378,-2560,1,-2816,-4964,182
1977,-2185,-2432,1,-2688,-4893,247
1978,-2185,-2304,1,-2560,-4821,119
1979,-1990,-2176,1,-2432,-4747,186
1980,-1990,-2048,1,-2304,-4671,58
1981,-1795,-1920,1,-2176,-4594,125
1982,-1795,-1792,1,-2048,-4515,-3
1983,-1598,-1920,0,-1920,-4434,322
1984,-1598,-1792,1,-2048,-4360,194
1985,-1400,-1664,1,-1920,-4284,264
1986,-1400,-1536,1,-1792,-4207,136
1987,-1202,-1408,1,-1664,-4128,206
1988,-1202,-1280,1,-1536,-4047,78
1989,-1003,-1152,1,-1408,-3965,149
1990,-1003,-1024,1,-1280,-3882,21
1991,-803,-896,1,-1152,-3797,93
1992,-803,-768,1,-1024,-3711,-35
1993,-603,-896,0,-896,-3624,293
1994,-603,-768,1,-1024,-3543,165
1995,-402,-640,1,-896,-3461,238
1996,-402,-512,1,-768,-3377,110
1997,-201,-384,1,-640,-3292,183
1998,0,-256,1,-512,-3206,256
1999,0,-128,1,-384,-3118,128
2000,201,0,1,-256,-3029,201
2001,201,128,1,-128,-2939,73
2002,402,256,1,0,-2848,146
2003,402,384,1,128,-2755,18
2004,603,512,1,256,-2661,91
2005,603,640,1,384,-2566,-37
2006,803,512,0,512,-2470,291
2007,803,640,1,384,-2381,163
2008,1003,768,1,512,-2291,235
2009,1003,896,1,640,-2200,107
2010,1202,1024,1,768,-2108,178
2011,1202,1152,1,896,-2015,50
2012,1400,1280,1,1024,-1921,120
2013,1400,1408,1,1152,-1825,-8
2014,1598,1280,0,1280,-1728,318
2015,1598,1408,1,1152,-1638,190
2016,1795,1536,1,1280,-1547,259
2017,1795,1664,1,1408,-1455,131
2018,1990,1792,1,1536,-1362,198
